Time,X,Y,Z,i,j,k,q,GX,GY,GZ
14.55,56.56,62.94,99.00,0.6000,-0.4197,-0.5996,-0.3229,8.73,-4.39,-0.69
14.57,56.00,63.44,95.75,0.6144,-0.4198,-0.5832,-0.3259,8.78,-4.34,-0.32
14.60,55.56,63.88,91.31,0.6222,-0.4191,-0.5740,-0.3281,8.80,-4.30,-0.10
14.62,55.81,64.19,89.75,0.6254,-0.4182,-0.5694,-0.3314,8.83,-4.24,0.03
14.65,56.31,64.19,89.69,0.6241,-0.4160,-0.5708,-0.3341,8.83,-4.26,0.02
14.67,55.81,63.88,89.94,0.6245,-0.4152,-0.5737,-0.3295,8.79,-4.34,-0.02
14.70,55.25,63.44,91.56,0.6225,-0.4164,-0.5768,-0.3260,8.77,-4.37,-0.12
14.72,54.88,63.44,92.81,0.6190,-0.4230,-0.5786,-0.3213,8.78,-4.35,-0.26
14.75,54.56,63.69,93.31,0.6202,-0.4255,-0.5759,-0.3202,8.79,-4.33,-0.25
14.77,54.69,64.00,92.56,0.6218,-0.4269,-0.5723,-0.3218,8.83,-4.24,-0.14
